Instituicao,Descricao_Curso,Semestre_Ini,Semestre_fim,Forma_Ingresso,Sit_Matricula,Tempo,Sexo
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Outro,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2023/1,2023/1,Outro,Matriculado,"0,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2023/1,2023/1,Outro,Matriculado,"0,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/1,2014/1,Outro,Evadido,"0,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/1,2018/1,Outro,Evadido,"4,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/1,2014/1,Outro,Evadido,"0,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/1,2014/2,Outro,Evadido,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/1,2016/1,Outro,Evadido,"2,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/1,2014/2,Outro,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/1,2014/2,Outro,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/1,2014/2,Outro,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/1,2014/2,Outro,Concluído,1,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/1,2014/2,Outro,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/1,2014/2,Outro,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/1,2015/2,Outro,Concluído,2,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/1,2015/2,Outro,Concluído,2,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/2,2014/2,Outro,Evadido,"0,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/2,2018/1,Outro,Evadido,4,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2014/2,2018/2,Outro,Evadido,"4,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2015/1,2023/1,Ampla Concorrência,Concluído,"8,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2015/1,2015/1,Outro,Evadido,"0,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2015/1,2017/1,Ampla Concorrência,Evadido,"2,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2015/1,2017/1,Ampla Concorrência,Evadido,"2,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2015/1,2018/1,Ampla Concorrência,Evadido,"3,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2015/1,2023/1,Ampla Concorrência,Concluído,"8,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2015/1,2016/2,Ampla Concorrência,Evadido,2,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2015/1,2016/2,Ampla Concorrência,Evadido,2,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2015/1,2019/2,Outro,Concluído,5,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2015/1,2015/2,Ampla Concorrência,Concluído,1,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2015/1,2015/2,Ampla Concorrência,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2015/1,2015/2,Ampla Concorrência,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2015/1,2015/2,Ampla Concorrência,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2015/1,2017/2,Ampla Concorrência,Concluído,3,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2017/2,Ampla Concorrência,Evadido,2,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2018/1,Ampla Concorrência,Evadido,"2,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2018/1,Ampla Concorrência,Evadido,"2,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2023/1,Ampla Concorrência,Concluído,"7,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2016/2,Ampla Concorrência,Concluído,1,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2016/2,Ampla Concorrência,Concluído,1,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2016/2,Ampla Concorrência,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2017/1,Ampla Concorrência,Concluído,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2017/2,Ampla Concorrência,Concluído,2,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2017/2,Ampla Concorrência,Concluído,2,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2017/2,Ampla Concorrência,Concluído,2,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2017/2,Ampla Concorrência,Concluído,2,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2017/2,Ampla Concorrência,Concluído,2,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2017/2,Ampla Concorrência,Concluído,2,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2018/1,Ampla Concorrência,Concluído,"2,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2019/1,Ampla Concorrência,Concluído,"3,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2019/1,Ampla Concorrência,Concluído,"3,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2016/1,2019/2,Ampla Concorrência,Concluído,4,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2018/1,Ampla Concorrência,Evadido,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2018/1,Ampla Concorrência,Evadido,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2018/1,Ampla Concorrência,Evadido,"1,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2018/1,Ampla Concorrência,Evadido,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2018/1,Ampla Concorrência,Evadido,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2018/2,Ampla Concorrência,Evadido,2,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2018/2,Ampla Concorrência,Evadido,2,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2018/2,Ampla Concorrência,Evadido,2,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2019/2,Ampla Concorrência,Evadido,3,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2022/2,Ampla Concorrência,Evadido,6,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2023/1,Ampla Concorrência,Concluído,"6,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2017/2,Ampla Concorrência,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2017/2,Ampla Concorrência,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2017/2,Ampla Concorrência,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2018/1,Ampla Concorrência,Concluído,"1,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2018/1,Ampla Concorrência,Concluído,"1,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2018/1,Ampla Concorrência,Concluído,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2019/1,Ampla Concorrência,Concluído,"2,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2019/2,Ampla Concorrência,Concluído,3,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2019/2,Ampla Concorrência,Concluído,3,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2021/1,Ampla Concorrência,Concluído,"4,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2021/1,Ampla Concorrência,Concluído,"4,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2023/1,Ampla Concorrência,Matriculado,"6,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2017/1,2023/1,Ampla Concorrência,Matriculado,"6,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2018/1,Ampla Concorrência,Evadido,"0,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2018/1,Ampla Concorrência,Evadido,"0,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2018/2,Ampla Concorrência,Evadido,1,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2018/2,Ampla Concorrência,Evadido,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2018/2,Ampla Concorrência,Evadido,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2023/1,Outro,Concluído,"5,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2023/1,Ampla Concorrência,Concluído,"5,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2023/1,Ampla Concorrência,Concluído,"5,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2023/1,Ampla Concorrência,Concluído,"5,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2023/1,Ampla Concorrência,Concluído,"5,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2020/2,Ampla Concorrência,Concluído,3,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2019/1,Ampla Concorrência,Concluído,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2019/1,Ampla Concorrência,Concluído,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2019/1,Ampla Concorrência,Concluído,"1,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2019/1,Ampla Concorrência,Concluído,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2019/2,Ampla Concorrência,Concluído,2,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2019/2,Ampla Concorrência,Concluído,2,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2021/2,Ampla Concorrência,Concluído,4,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2022/2,Ampla Concorrência,Concluído,5,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2022/2,Ampla Concorrência,Concluído,5,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2023/1,Ampla Concorrência,Matriculado,"5,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2018/1,2023/1,Ampla Concorrência,Matriculado,"5,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2019/1,2019/1,Outro,Evadido,"0,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2019/1,2019/2,Outro,Evadido,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2019/1,2022/1,Outro,Evadido,"3,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2019/1,2022/1,Outro,Evadido,"3,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2019/1,2019/2,Outro,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2019/1,2019/2,Outro,Concluído,1,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2019/1,2019/2,Outro,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2019/1,2019/2,Outro,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2019/1,2020/2,Outro,Concluído,2,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2019/1,2021/2,Outro,Concluído,3,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2019/1,2022/2,Outro,Concluído,4,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2019/1,2023/1,Outro,Matriculado,"4,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2019/1,2023/1,Outro,Matriculado,"4,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2019/2,2023/1,Ampla Concorrência,Concluído,4,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2020/1,2021/2,Outro,Evadido,2,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2020/1,2021/2,Outro,Evadido,2,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2020/1,2022/1,Outro,Evadido,"2,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2020/1,2023/1,Outro,Concluído,"3,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2020/1,2023/1,Outro,Concluído,"3,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2020/1,2023/1,Outro,Concluído,"3,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2020/1,2023/1,Outro,Concluído,"3,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2020/1,2020/2,Outro,Concluído,1,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2020/1,2020/2,Outro,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2020/1,2020/2,Outro,Concluído,1,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2020/1,2020/2,Outro,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2020/1,2020/2,Outro,Concluído,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2020/1,2021/1,Outro,Concluído,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2020/1,2023/1,Outro,Matriculado,"3,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2020/1,2023/1,Outro,Matriculado,"3,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2021/1,2021/2,Ampla Concorrência,Evadido,1,M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2021/1,2023/1,Ampla Concorrência,Concluído,"2,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2021/1,2023/1,Ampla Concorrência,Concluído,"2,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2021/1,2023/1,Ampla Concorrência,Concluído,"2,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2021/1,2023/1,Ampla Concorrência,Concluído,"2,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2021/2,2021/2,Ampla Concorrência,Evadido,"0,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2021/2,2021/2,Ampla Concorrência,Evadido,"0,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2021/2,2022/2,Ampla Concorrência,Concluído,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2023/1,Ampla Concorrência,Concluído,"1,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2022/1,Ampla Concorrência,Evadido,"0,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2022/1,Ampla Concorrência,Evadido,"0,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2022/1,Ampla Concorrência,Evadido,"0,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2022/1,Ampla Concorrência,Evadido,"0,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2022/1,Ampla Concorrência,Evadido,"0,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2022/2,Ampla Concorrência,Evadido,1,F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2023/1,Ampla Concorrência,Concluído,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2023/1,Ampla Concorrência,Concluído,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2023/1,Ampla Concorrência,Concluído,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2023/1,Ampla Concorrência,Concluído,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2023/1,Ampla Concorrência,Concluído,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2023/1,Ampla Concorrência,Concluído,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2023/1,Ampla Concorrência,Concluído,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",F
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",M
Campus de Alegre,SBCB - Bacharelado em Ciências Biológicas - Campus de Alegre,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",F
Campus de Alegre,SCAFE - Superior de Tecnologia em Cafeicultura,2012/1,2012/1,Ampla Concorrência,Evadido,"0,5",M
Campus de Alegre,SCAFE - Superior de Tecnologia em Cafeicultura,2012/1,2012/1,Ampla Concorrência,Evadido,"0,5",F
Campus de Alegre,SCAFE - Superior de Tecnologia em Cafeicultura,2012/1,2012/1,Ampla Concorrência,Evadido,"0,5",F
Campus de Alegre,SCAFE - Superior de Tecnologia em Cafeicultura,2012/1,2012/1,Ampla Concorrência,Evadido,"0,5",M
Campus de Alegre,SCAFE - Superior de Tecnologia em Cafeicultura,2012/1,2012/1,Ampla Concorrência,Evadido,"0,5",M
