Instituicao,Descricao_Curso,Semestre_Ini,Semestre_fim,Forma_Ingresso,Sit_Matricula,Tempo,Sexo
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2016/1,2021/2,Ampla Concorrência,Concluído,6,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2016/1,2022/1,Ampla Concorrência,Concluído,"6,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2016/1,2021/1,Ação Afirmativa,Concluído,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2016/1,2020/1,Outro,Concluído,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2016/1,2021/1,Outro,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2016/1,2021/1,Outro,Concluído,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2016/1,2021/1,Outro,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2016/1,2023/1,Ação Afirmativa,Matriculado,"7,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2016/1,2018/1,Ação Afirmativa,Evadido,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2023/1,Ação Afirmativa,Concluído,"6,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2017/1,Ação Afirmativa,Evadido,"0,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2017/1,Ampla Concorrência,Evadido,"0,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2019/1,Ação Afirmativa,Evadido,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2017/1,Ação Afirmativa,Evadido,"0,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2018/1,Ação Afirmativa,Evadido,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2017/1,Ampla Concorrência,Evadido,"0,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2021/1,Ampla Concorrência,Evadido,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2023/1,Ação Afirmativa,Concluído,"6,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2023/1,Outro,Concluído,"6,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ação Afirmativa,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ação Afirmativa,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ação Afirmativa,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ação Afirmativa,Concluído,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ação Afirmativa,Concluído,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ação Afirmativa,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ação Afirmativa,Concluído,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ação Afirmativa,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ação Afirmativa,Concluído,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ação Afirmativa,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ação Afirmativa,Concluído,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ação Afirmativa,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ação Afirmativa,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ampla Concorrência,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ampla Concorrência,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ampla Concorrência,Concluído,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ampla Concorrência,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ampla Concorrência,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ampla Concorrência,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ampla Concorrência,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ampla Concorrência,Concluído,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ampla Concorrência,Concluído,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2022/1,Ampla Concorrência,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2021/1,Outro,Concluído,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2021/1,Outro,Concluído,"4,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2023/1,Ação Afirmativa,Matriculado,"6,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2023/1,Ação Afirmativa,Matriculado,"6,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2017/1,2023/1,Ampla Concorrência,Matriculado,"6,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ampla Concorrência,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ampla Concorrência,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ação Afirmativa,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2018/1,Ação Afirmativa,Evadido,"0,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2018/1,Ação Afirmativa,Evadido,"0,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2019/2,Ampla Concorrência,Evadido,2,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2019/2,Ampla Concorrência,Evadido,2,M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2022/1,Ampla Concorrência,Evadido,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2022/1,Ampla Concorrência,Evadido,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2022/1,Ação Afirmativa,Evadido,"4,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2019/1,Ação Afirmativa,Evadido,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2018/1,Ampla Concorrência,Evadido,"0,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ação Afirmativa,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ampla Concorrência,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ampla Concorrência,Concluído,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ampla Concorrência,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ampla Concorrência,Concluído,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ampla Concorrência,Concluído,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ação Afirmativa,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ampla Concorrência,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Outro,Concluído,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2021/1,Ampla Concorrência,Evadido,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ação Afirmativa,Concluído,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ampla Concorrência,Matriculado,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ação Afirmativa,Matriculado,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ação Afirmativa,Matriculado,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ação Afirmativa,Matriculado,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ação Afirmativa,Matriculado,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ação Afirmativa,Matriculado,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ação Afirmativa,Matriculado,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ação Afirmativa,Matriculado,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ação Afirmativa,Matriculado,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ação Afirmativa,Matriculado,"5,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ampla Concorrência,Matriculado,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2018/1,2023/1,Ampla Concorrência,Matriculado,"5,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2019/1,Ação Afirmativa,Evadido,"0,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2019/1,Ampla Concorrência,Evadido,"0,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2022/1,Ampla Concorrência,Evadido,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2022/1,Ampla Concorrência,Evadido,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2022/1,Ampla Concorrência,Evadido,"3,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2019/2,Ampla Concorrência,Evadido,1,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2019/2,Ação Afirmativa,Evadido,1,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2019/2,Ampla Concorrência,Evadido,1,M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2020/1,Ampla Concorrência,Evadido,"1,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2022/1,Ação Afirmativa,Evadido,"3,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2019/1,Ação Afirmativa,Evadido,"0,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ação Afirmativa,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ação Afirmativa,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ação Afirmativa,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ação Afirmativa,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ação Afirmativa,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ação Afirmativa,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ação Afirmativa,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ação Afirmativa,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ação Afirmativa,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ação Afirmativa,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ação Afirmativa,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ação Afirmativa,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ação Afirmativa,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ação Afirmativa,Matriculado,"4,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2019/1,2023/1,Outro,Matriculado,"4,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2020/1,Ampla Concorrência,Evadido,"0,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2020/1,Ampla Concorrência,Evadido,"0,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2020/1,Ampla Concorrência,Evadido,"0,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2020/2,Ampla Concorrência,Evadido,1,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2022/1,Ampla Concorrência,Evadido,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2021/1,Ampla Concorrência,Evadido,"1,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2022/1,Ampla Concorrência,Evadido,"2,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2022/1,Ampla Concorrência,Evadido,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2022/1,Ampla Concorrência,Evadido,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2022/1,Ampla Concorrência,Evadido,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2022/1,Ampla Concorrência,Evadido,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ação Afirmativa,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ação Afirmativa,Matriculado,"3,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ação Afirmativa,Matriculado,"3,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ação Afirmativa,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Ação Afirmativa,Matriculado,"3,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2020/1,2023/1,Outro,Matriculado,"3,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2021/2,Ação Afirmativa,Evadido,1,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2022/1,Ação Afirmativa,Evadido,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2022/1,Ação Afirmativa,Evadido,"1,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2021/1,Ampla Concorrência,Evadido,"0,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2021/2,Ampla Concorrência,Evadido,1,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2021/2,Ampla Concorrência,Evadido,1,M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2021/2,Ampla Concorrência,Evadido,1,M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2022/1,Ampla Concorrência,Evadido,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2022/1,Ampla Concorrência,Evadido,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ampla Concorrência,Evadido,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ação Afirmativa,Matriculado,"2,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ação Afirmativa,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ação Afirmativa,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ação Afirmativa,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ação Afirmativa,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ação Afirmativa,Matriculado,"2,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ação Afirmativa,Matriculado,"2,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ação Afirmativa,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ação Afirmativa,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ação Afirmativa,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ação Afirmativa,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ação Afirmativa,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ação Afirmativa,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ação Afirmativa,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ampla Concorrência,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ampla Concorrência,Matriculado,"2,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ampla Concorrência,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ampla Concorrência,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ampla Concorrência,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ampla Concorrência,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ampla Concorrência,Matriculado,"2,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ampla Concorrência,Matriculado,"2,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2021/1,2023/1,Ação Afirmativa,Matriculado,"2,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2022/2,Ação Afirmativa,Evadido,1,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2022/2,Ação Afirmativa,Evadido,1,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2022/2,Ampla Concorrência,Evadido,1,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2022/2,Ação Afirmativa,Evadido,1,M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2022/2,Ação Afirmativa,Evadido,1,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2022/2,Ação Afirmativa,Evadido,1,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2022/2,Ampla Concorrência,Evadido,1,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2022/2,Ampla Concorrência,Evadido,1,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2022/2,Ampla Concorrência,Evadido,1,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2022/2,Ampla Concorrência,Evadido,1,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2022/2,Ampla Concorrência,Evadido,1,F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Evadido,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ação Afirmativa,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ação Afirmativa,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ação Afirmativa,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ação Afirmativa,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ação Afirmativa,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",F
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",M
Campus Colatina,BARU - Bacharelado em Arquitetura e Urbanismo,2022/1,2023/1,Ampla Concorrência,Matriculado,"1,5",F
